PortOfLading,ShipmentOrigin,dist
218,65,1.1309179216623306
236,25,1.1788335517048836
136,108,1.1110339994941438
166,37,1.1011954290526254
139,1,1.1196491047739983
53,47,1.1068046731608254
22,36,1.100378757076604
240,14,1.173941705908094
169,85,1.1447434829814094
246,79,1.0903306688581194
224,109,1.1677446876253401
48,1,1.1355829217604227
27,41,1.1722566953727178
94,37,1.0770968667098455
95,109,1.1740821919270925
5,105,1.1548057964869909
169,65,1.1352049112319946
127,18,1.0796426321778978
61,21,1.2015572818262237
152,33,1.1506125650235586
42,10,1.1078584428344453
179,15,1.1123045395527567
218,103,1.1640751968537058
72,78,1.1614407428673335
56,40,1.1298577274594988
246,113,1.114721383367266
221,95,1.0815671160817146
151,31,1.1541226186922617
27,109,1.1119994499853678
169,32,1.1586123023714339
94,27,1.112983993121556
230,102,1.0772475174495153
248,109,1.1600888818502426
218,74,1.1181972910250937
69,75,1.0838449458990778
123,6,1.0905476654214519
96,13,1.1093595368521554
32,59,1.1352795788219996
244,51,1.0747009121945925
152,80,1.1033618726900645
42,37,1.0748813514198576
188,42,1.1781269695077623
76,109,1.1334135383367538
87,96,1.1266317559140069
118,105,1.1176273471542768
27,36,1.1447093614510127
233,47,1.0932687840291433
109,91,1.1615450893129622
202,28,1.1352209789412362
221,97,1.132128655910492
72,3,1.1523124469178063
238,60,1.1435591216598238
127,97,1.1336981292281831
88,110,1.1176401099988393
48,16,1.1374319749219077
109,59,1.1169911112104143
159,48,1.1086678824254446
138,64,1.0863252196993147
126,47,1.0715631331716264
45,14,1.154368030173438
30,3,1.1210462749004364
53,3,1.13557311466762
152,30,1.1378878057003021
136,83,1.1206471025943756
152,55,1.0742039616618837
64,102,1.1023442362036024
76,32,1.1241211699587959
233,95,1.090585829956191
0,64,1.0985742786100932
114,108,1.1082568594387598
27,111,1.1846590957471304
13,14,1.1629791174616133
121,105,1.0938597385372435
192,20,1.1412421997104372
221,68,1.1576647737196513
238,84,1.1427533711705888
32,42,1.1745648149933134
166,52,1.1376715238605226
126,21,1.073413495506559
141,111,1.1758360868053777
223,99,1.126311406493187
28,12,1.1261341933693205
236,17,1.179616887654577
0,51,1.0985591347728456
221,62,1.097700325506074
221,103,1.1550408410174506
246,103,1.1502025404146738
114,74,1.1092000880411692
235,51,1.0848488807678223
219,112,1.0728840891804015
48,44,1.1213108961071288
11,46,1.1612565985747747
188,44,1.1461134510380881
5,51,1.130399376153946
48,93,1.1430895669119698
109,55,1.0816558258874076
221,10,1.1111898060355867
202,60,1.1209565230778284
64,2,1.1517942952258247
72,52,1.1761827106986726
228,51,1.1189923073564256
228,64,1.1224778933184487
88,64,1.0953195776258196
221,108,1.1068623321396964
90,101,1.1014344266482763
189,90,1.1452688936676299
236,31,1.1573103325707572
218,84,1.0894880933420998
5,67,1.1881661574755396
109,7,1.1346240043640137
88,77,1.1394730444465364
88,96,1.1196470281907491
234,102,1.0917310448629516
218,89,1.1584981211594172
88,17,1.1500962972640991
27,55,1.0904875929866518
56,110,1.111265089895044
188,31,1.154217119727816
27,100,1.1493320571524757
246,16,1.127751998603344
29,7,1.111462122627667
5,109,1.1325629183224268
244,83,1.1164853019373757
16,109,1.1610769501754217
169,57,1.1103347667625971
69,64,1.105751714536122
148,40,1.0874377872262682
48,60,1.1067613341978617
23,113,1.0770676253097398
166,10,1.1195335601057326
20,101,1.103064285857337
53,110,1.1368750312498637
103,20,1.1447802547897612
202,34,1.1519585230520792
129,47,1.0782152989080973
152,109,1.0969440255846297
202,18,1.1065126614911216
185,66,1.1379372711692537
141,28,1.1352979923997606
32,100,1.1578678403581892
42,108,1.1031507636819566
146,24,1.092977734548705
75,109,1.128587775996753
103,84,1.1316378467849322
219,101,1.0651235346283232
51,31,1.1668268963694572
246,37,1.0689454994031362
93,105,1.1045729241200857
94,109,1.0833824127912521
88,12,1.1363763915640968
156,77,1.124676646930831
147,53,1.1071144198732716
70,83,1.1117099151015282
113,113,1.0978766615901674
88,42,1.1560401256595338
127,65,1.1238018806491579
72,46,1.1856513640710287
23,109,1.0699560344219208
144,95,1.0914756378957204
188,108,1.143056543810027
113,21,1.0486294499465398
166,77,1.13591011932918
113,64,1.059301570057869
53,80,1.1215931134564536
25,14,1.1388221787554877
236,81,1.1416397541761398
127,27,1.1042839820895876
72,12,1.1705934596913201
174,76,1.149747141769954
141,106,1.1710768416523933
237,47,1.0622995644807816
151,110,1.13262873675142
166,66,1.1348761767148972
188,37,1.1080317050218582
235,101,1.0817829732384001
246,57,1.091318096433367
144,101,1.095905874456678
104,112,1.1422701563153947
130,83,1.136233131800379
152,11,1.1510895128761018
32,21,1.1103551387786865
169,3,1.1236959206206458
218,50,1.0690551549196243
223,8,1.163803117615836
42,22,1.1436393026794707
246,23,1.1379822471312113
85,70,1.162517717906407
113,101,1.055660611816815
130,105,1.13969517073461
59,112,1.1375252498047692
53,27,1.1329475854124342
151,44,1.141303536083017
219,62,1.070321764264788
72,1,1.172734064715249
105,26,1.1046484134026937
201,114,1.1037095189094543
48,84,1.0874073814068521
47,112,1.1574568727186747
126,32,1.1400471372263772
63,7,1.1094000382082803
43,109,1.1561058780976705
222,47,1.0991707486765725
247,21,1.1347980520554952
202,97,1.1581037448985236
138,40,1.0766988290207726
5,74,1.1547155103513174
230,16,1.1139555887452193
221,66,1.1264300835984093
234,109,1.0921728334256582
181,37,1.1299563263143813
48,90,1.1363148880856377
236,105,1.1498642201934541
20,51,1.102107007588659
13,30,1.1084207168647222
218,102,1.0918409717934472
214,55,1.1523985266685486
73,21,1.0955540835857391
171,109,1.1470637257610048
195,44,1.1161106026598386
151,30,1.1495995021292142
174,62,1.103843561240605
223,109,1.1434534724269594
152,23,1.1498434288161141
221,57,1.1028712189623289
98,91,1.1322398441178458
136,4,1.119320763008935
202,4,1.1290635679449355
140,78,1.1458746833460671
114,3,1.1137197081531798
169,113,1.134552727852549
32,46,1.1712628368820464
174,101,1.094871284706252
27,25,1.1652971995728356
235,90,1.151192688516208
114,102,1.0851068326405116
53,108,1.1354613112551826
2,3,1.0994120367935725
32,30,1.1555388761418206
204,109,1.1468281660761153
116,95,1.1343450099229813
53,66,1.1526564636400767
170,109,1.1576230568545205
246,1,1.1272474548646383
243,11,1.1335497913616044
169,44,1.1292998897177833
246,90,1.1288235357829504
49,106,1.1264533773064613
243,90,1.129759781062603
62,50,1.1193753417049135
218,16,1.1412791024361337
235,57,1.115455492266587
143,85,1.162470206618309
53,1,1.154915256159646
109,86,1.16226783820561
5,25,1.1771277104105269
188,59,1.1388136552912849
83,109,1.1474385218960899
85,83,1.141290864774159
23,101,1.0642214374882835
167,50,1.140110073345048
6,109,1.170949746455465
19,78,1.1424911469221115
114,32,1.146999614579337
218,92,1.1266819047076362
27,27,1.1279152908495493
205,55,1.1530201435089111
13,66,1.1335082692759377
221,69,1.1498273738792963
246,41,1.1433411751474654
72,31,1.1656532777207238
114,83,1.1120611152478628
98,74,1.122054934501648
229,50,1.120244990502085
85,84,1.1484235461269106
73,102,1.0752837381192617
114,43,1.147231560732637
162,108,1.0737551982913698
126,23,1.1397894684757506
230,112,1.072430977863925
238,109,1.158060027020318
200,110,1.0895667927605766
184,71,1.151410243340901
236,75,1.1622668675013952
53,28,1.1440174217735017
27,53,1.1738004790885108
5,64,1.1352208448307854
202,36,1.1460425342832292
78,101,1.1468213647603989
114,30,1.1245861862386977
202,64,1.1081829773528236
218,45,1.160300876413073
214,14,1.1548641856227602
126,7,1.1207523452384132
19,84,1.1384703516960144
230,97,1.112661169043609
32,97,1.1556254306009837
226,3,1.087603848427534
218,95,1.086477307336671
236,108,1.1433300014053072
105,15,1.1004169072423662
216,110,1.133749128452369
98,106,1.1381215921470098
72,21,1.1439187846013479
235,74,1.1264177837542124
126,50,1.0712726201329912
153,37,1.1054734268358775
152,60,1.1093290192740304
114,0,1.1397584772535734
56,75,1.1245880893298559
19,70,1.1548189669847488
40,96,1.1459080513034547
114,113,1.1187108542237962
236,23,1.1818850604551179
88,30,1.1342081448861532
130,65,1.1427651367017202
223,107,1.1636631935834885
152,99,1.112714090517589
129,57,1.0963060877152853
36,30,1.1146246152264732
152,62,1.1102732632841383
185,110,1.11527096586568
19,44,1.1397588678768702
107,109,1.1511636865990502
19,10,1.1426995343395643
64,112,1.0940889120101929
122,14,1.1005461450134004
243,0,1.1330977444137846
49,105,1.1042948492935725
247,100,1.1283386605126517
215,30,1.1306166058140141
126,90,1.130807570048741
24,16,1.0925521052309446
114,75,1.1267257460526057
125,51,1.0484209486416407
219,109,1.0824169601712907
203,109,1.1580786045108522
230,50,1.0575507985694068
111,40,1.146503461258752
142,81,1.1110998636909895
216,109,1.1489482990333013
88,3,1.1180429948227746
135,101,1.148809694818088
32,108,1.1335177549294062
202,23,1.1675652819020408
123,109,1.1521318086556025
208,30,1.150944102023329
243,62,1.0880297869443893
72,37,1.1286729191030775
81,109,1.1769368797540665
218,83,1.1194435805082321
151,14,1.137969738670758
48,53,1.1528797958578383
220,47,1.1018349123852593
48,0,1.147043138742447
32,28,1.1462967778955186
183,18,1.1445141796554839
234,47,1.0753438962357385
223,40,1.1132844303335463
152,46,1.1563516067607063
246,105,1.1119308918714523
223,91,1.1705052661044257
180,45,1.1199289177145277
88,10,1.1145672755581992
27,42,1.1779377268893378
48,20,1.0953483070646013
59,101,1.1436494588851929
114,92,1.117087374840464
216,30,1.152409357683999
152,3,1.1192162781953812
214,20,1.1433208755084447
100,109,1.1474991568497248
40,44,1.1141401337725776
56,99,1.1242632504020418
179,105,1.1148484029940195
109,63,1.1512128370148795
20,109,1.1164169566971915
32,70,1.1371388648237502
9,44,1.1177576610020228
215,82,1.1259427177054542
106,55,1.170668580702373
236,14,1.118585039462362
98,109,1.1485512352415495
79,84,1.1291195984397615
162,50,1.0529095381498337
202,50,1.0898308072771346
74,109,1.0734114199876785
89,47,1.144760515008654
189,112,1.1232094232525145
114,7,1.12188002041408
130,109,1.1014451895441328
165,5,1.0925552866288595
114,71,1.1255729304892677
57,18,1.1336099122251784
32,60,1.1260778499501092
32,92,1.1467317002160209
247,57,1.1117859589202064
98,80,1.1157009665455138
106,22,1.11589481149401
174,95,1.1034260711499624
141,100,1.1530085333756037
148,28,1.1324502804449625
32,106,1.1776002475193568
230,21,1.0602611271398408
233,101,1.1009035514933723
6,21,1.2032407117741448
189,47,1.1067471695797784
126,68,1.146018800990922
169,102,1.0982028299144335
188,27,1.1324127614498138
188,10,1.1425483907972063
132,95,1.1102425392184938
141,10,1.1282433484281813
152,41,1.1567005153213228
51,30,1.1540303650711263
79,59,1.1225863556776727
214,30,1.096350483596325
48,11,1.1462157017418317
152,51,1.0855758573327745
218,113,1.1295107241187776
166,110,1.1138697926487242
152,18,1.0962095324482237
77,80,1.1128401181527547
158,109,1.0747621251004082
138,112,1.0911762033190047
130,1,1.150757840701512
67,78,1.1152757001774651
73,101,1.0899311069931303
27,51,1.1070636553423745
105,83,1.0937130813087736
53,98,1.1853705878768648
180,74,1.114040558891637
234,11,1.1196926214865275
219,64,1.0712575657027108
27,85,1.1591449294771468
130,28,1.1434686801263265
17,57,1.1447531580924988
86,61,1.0990958596978868
32,90,1.1661658819232668
82,108,1.1488973477057047
140,71,1.1646550680909837
117,1,1.1454383890543665
211,70,1.1398964651993342
238,110,1.128226833684104
242,96,1.1591449294771468
114,16,1.1319123336247034
117,31,1.1544003220541137
236,100,1.1680024223668235
223,28,1.145256478871618
169,63,1.1550573983362742
72,55,1.1322027572563715
247,47,1.1230235057217735
239,109,1.150287247129849
88,83,1.1115439853497915
188,105,1.1439548752137594
231,3,1.1228085298623358
236,32,1.1847016704933984
188,60,1.1320244648626872
130,11,1.1574476308056287
247,102,1.1173970167125975
13,108,1.1520377610410963
114,90,1.1324602599654878
114,106,1.149700797029904
141,25,1.1686063227908952
7,21,1.1651291357619422
32,73,1.1717756539583206
73,64,1.085890999862126
155,75,1.0934092551469803
109,21,1.0892296209931374
56,5,1.1335492208600044
152,50,1.081577752317701
246,63,1.1369990855455399
56,20,1.1461825966835022
90,40,1.0936054864100047
96,108,1.1203904215778624
188,34,1.1606201933962959
244,55,1.0671286614877837
221,11,1.1419000668185098
188,92,1.1454048156738281
155,109,1.1075892852885383
3,55,1.1543505234377724
220,79,1.1091841906309128
143,59,1.1468702533415385
7,14,1.1572190672159195
202,53,1.1748532014233726
127,2,1.1464275547436305
84,108,1.1363480687141418
175,38,1.0755658373236656
221,32,1.1482783215386527
42,75,1.1343379829611098
64,109,1.0967356711626053
53,77,1.1582383896623338
7,109,1.1466716464076723
85,41,1.1579486238104957
202,74,1.1393278581755502
136,81,1.1146595541919981
246,10,1.1050453845943724
128,75,1.0859370231628418
151,47,1.1405979820660181
223,85,1.1542768946715765
126,108,1.1118489014250892
113,102,1.07334687347923
51,20,1.173280451978956
4,109,1.1586218902042933
246,32,1.1420055478811264
155,6,1.1058370641299657
53,99,1.1272638823304857
39,21,1.183691143989563
53,51,1.113405438406127
169,92,1.1323264007057463
246,74,1.1048281607883317
246,59,1.1083050008331026
218,7,1.1314223174537932
237,21,1.062305205634662
26,55,1.1680152671677726
157,109,1.1378982961177826
48,99,1.1059037042515618
48,37,1.0742894964558738
72,110,1.154252820781299
114,27,1.1030888578721456
48,59,1.1169832881007875
87,82,1.1136551605803626
124,109,1.1403462588787079
88,81,1.113906015242849
246,18,1.076497705919402
12,101,1.1791519501379557
208,96,1.1752391010522842
188,61,1.1671117778335298
96,42,1.1314719383205687
124,47,1.132985457777977
14,55,1.1542084131922041
114,55,1.0594244471618108
218,67,1.160620503127575
243,95,1.0753861239978246
141,109,1.1083211238895143
214,96,1.1442951240709849
125,21,1.0533482389790672
236,42,1.1837514686797346
114,57,1.0954102639641081
25,55,1.1391182094812393
22,109,1.1628145298787527
236,21,1.116166923727308
27,17,1.1673024254185813
32,86,1.179331483585494
206,14,1.1700814068317413
130,78,1.1402699521609716
32,37,1.1097258691276823
88,99,1.109333913241114
246,84,1.0792059249111585
87,30,1.1191263273358345
9,110,1.1086072762097632
158,75,1.099606848188809
179,83,1.114444083401135
148,80,1.1098681368998118
152,110,1.1322950891086034
126,28,1.1180737848792757
36,81,1.1157649329730444
185,1,1.1335784196853638
169,90,1.1440333191837584
27,31,1.1442079267331533
134,112,1.102656181369509
164,37,1.1235929323094231
152,22,1.1414512268134527
107,112,1.1650045322520393
141,36,1.1461056811468942
126,65,1.1155030408075877
138,47,1.0728570031268256
74,95,1.0594341063073702
92,70,1.1289286336728506
72,81,1.1491434297391347
58,113,1.1054909101554327
244,57,1.1055088277373994
53,96,1.138602192912783
236,110,1.1477627158164978
138,101,1.0803909876516886
115,21,1.1709507490907396
127,7,1.1237020662852697
33,102,1.1282029024192266
32,83,1.134361892938614
188,51,1.129734069108963
48,85,1.137459180184773
151,96,1.1580134204455785
229,23,1.115611263683864
143,67,1.1672868856361933
221,18,1.084318304700511
235,113,1.1382013538054057
230,23,1.1295891116772379
5,97,1.1678787214415414
96,110,1.1064201955284392
141,30,1.1545884949820382
48,28,1.1187211871147156
20,50,1.0948587357997894
228,95,1.1074423853840147
221,3,1.1134769235338484
136,10,1.1190562439816338
88,101,1.0958783732993262
56,37,1.1366042430911745
169,7,1.1364976870162147
244,84,1.0894017624003547
0,47,1.0905616070543016
217,90,1.166573886360441
23,51,1.0586955515401704
235,18,1.094203695654869
155,64,1.1082081645727158
88,75,1.1332963215453284
130,82,1.1598560639790125
122,109,1.101886768426214
30,35,1.1347581084285463
94,106,1.161027695451464
0,85,1.0853335282632284
114,84,1.0841750747391157
169,60,1.1151264969791685
244,113,1.124766434941973
27,50,1.0938133150339127
127,3,1.1150281769888741
25,47,1.1446998225791114
246,0,1.1367321727531297
221,74,1.1113932930997439
228,90,1.158755823969841
25,60,1.1074434870055743
109,67,1.1588469403130668
105,93,1.0959771807704652
123,75,1.0913939774036407
27,97,1.1598254293203354
32,47,1.1102865231888635
32,64,1.1210343433277947
127,0,1.1429711090666907
72,59,1.151089025395257
49,104,1.1186572132366044
32,101,1.1202964356967382
246,29,1.1397035749895232
198,49,1.0826308588896478
129,74,1.1018093462501253
202,91,1.179069968206542
32,112,1.1266333609819412
130,96,1.1357154505593436
244,106,1.1549295719180788
188,41,1.1763789228030614
222,90,1.1268348704491342
244,62,1.100272223353386
72,40,1.1297785682337624
162,102,1.0499783839498247
25,82,1.0983022850539004
150,47,1.156040215066501
72,47,1.141966130052294
138,21,1.0782221491847719
138,16,1.1095849935497557
73,112,1.0859555963959013
130,3,1.1376590122069632
236,112,1.131267711520195
53,60,1.12637930895601
69,0,1.0977058847035681
105,50,1.11473172051566
130,40,1.0967241483075278
236,51,1.1237526323114122
72,92,1.1596504641430718
20,64,1.1122623341424125
49,15,1.1052635397229875
53,59,1.1355919880526406
244,27,1.1090423337050848
125,102,1.0520443277699607
246,71,1.1199685100998198
132,112,1.131589955517224
246,73,1.1415774353912898
10,39,1.1179594046303205
151,37,1.1326312635626112
236,101,1.1235216557979584
188,21,1.1225388944149017
188,100,1.162212799702372
241,50,1.1418214270046778
48,27,1.1102042368480138
188,36,1.1539159225566047
246,97,1.1272784961121423
151,22,1.1599882415362768
221,71,1.125461527279445
236,64,1.1261946729251318
127,84,1.087080499955586
221,85,1.1341078941311156
64,28,1.1323005918945586
188,28,1.151873624750546
72,4,1.1546256350619453
125,14,1.0585204724754607
144,47,1.0860660054853983
216,78,1.145424681050437
127,16,1.1329792823110307
32,62,1.1377223517213548
19,31,1.1495817303657532
148,32,1.1631508810179574
72,96,1.1643288710287638
72,10,1.152351085628782
218,106,1.159946967448507
145,37,1.13809215596744
246,65,1.1170226803847723
59,47,1.1366309310708727
19,21,1.1740500607660838
97,18,1.1434187718800135
113,84,1.0721762073891503
42,67,1.1631916527237212
85,67,1.14809826867921
244,79,1.1038605975253242
174,102,1.1051429978438787
245,21,1.1814701684883662
47,105,1.1015715460692133
236,84,1.1256011405161448
36,15,1.1074863044278962
88,102,1.1084855773619242
96,88,1.1284451293093818
243,10,1.1064213450465883
48,75,1.1309241907937186
20,112,1.1111979974167687
169,37,1.0855119164500917
69,112,1.1081634887627192
162,101,1.061570412346295
88,60,1.1070411716188704
188,64,1.1322502940893173
202,21,1.0917885133198328
230,95,1.0757030855332101
53,11,1.1695167273283005
155,51,1.1101466310875756
214,21,1.1671337485313416
25,37,1.1165041689361845
85,37,1.1592071035078593
238,1,1.1548304653593473
230,37,1.0677601365106446
147,40,1.1165400264518601
28,14,1.1838634865624564
151,33,1.1607576182910375
48,23,1.147442092852933
20,62,1.118756509252957
23,90,1.1013331956097059
188,47,1.1172423916203635
216,77,1.1536692104169302
47,83,1.1069232778889793
247,90,1.1305446028709412
30,51,1.1852082908153534
229,99,1.102368923170226
127,104,1.147753017289298
143,4,1.160616004041263
88,80,1.1012518746512276
32,10,1.1333474729742323
151,112,1.1530619987419672
25,33,1.1175214360867227
48,25,1.1484147980809212
94,50,1.0718432920319694
39,47,1.1685202717781067
211,44,1.1254554007734572
234,101,1.0862260588577815
238,21,1.176415462579046
214,112,1.1505535010780608
88,84,1.0968495926686697
194,1,1.1444479024835996
25,21,1.1559139426265443
221,106,1.1518317524875914
221,104,1.1484556368419103
49,109,1.130589974778039
155,90,1.1200560650655202
42,65,1.1386564012084688
65,113,1.1061165386012621
